ID_FACTURA,fecha_facturacion,sector_consumo,ubicacion,volumen_consumo,tarifa,valor_total_factura,año,mes,direccion,latitud,longitud,cargo_distribucion,cargo_comercializacion,actividad_comprador,tipo_gas,precio_por_unidad,temporada
214462972452299407214462972,2023-01-13,GNCV,9999999999,,9999999999.0,35610095,2023,1,377012822571287588377012822,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Usuario No Regulado,Gas Natural Comprimido,,Verano
403749231887948157403749231,2023-01-18,Comercializadoras de gas natural,9999999999,,9999999999.0,65611128,2023,1,377012822571287588377012822,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Comercializador,Gas Natural,,Verano
5224623677630635952246236,2023-01-31,GNCV,9999999999,,9999999999.0,89783784,2023,1,377012822571287588377012822,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Usuario No Regulado,Gas Natural,,Verano
105430905778391453105430905,2023-01-31,GNCV,9999999999,,9999999999.0,102644774,2023,1,377012822571287588377012822,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Usuario No Regulado,Gas Natural Comprimido,,Verano
111539786822363754111539786,2023-01-31,GNCV,9999999999,,9999999999.0,202779177,2023,1,377012822571287588377012822,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Usuario No Regulado,Gas Natural,,Verano
456589556436600445456589556,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,3335034150,2023,1,3225508336712943322550833,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
998248822689052304998248822,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,583459080,2023,1,3225508336712943322550833,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
15410867990561128154108679,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,319188260,2023,1,3225508336712943322550833,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
26077373050937438260773730,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,140321700,2023,1,3225508336712943322550833,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
754020755308122960754020755,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,2984760196,2023,1,912914432270820414912914432,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
875544526199276662875544526,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,4744596978,2023,1,934359954532302184934359954,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
5808972364773826958089723,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,932752033,2023,1,934359954532302184934359954,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
